レベル,ジャンル,タイトル,アーティスト,プレイ人数,クリア人数,プレイ回数,平均プレイ回数
SP★2,Hard Rock,Romancing Sa･Ga3 ラストバトル RockArrange (虎のANOTHER),BMS:金ラメタキシード/MIDI:YNG-MK＆ヴァイス君 (7linear.SHOCK.C) / black train,13331,11800 (88%),114481,8.58
SP★2,TRAUMA,Full of Tears -full-,Sentire /A-zert,13259,11615 (87%),103857,7.83
SP★2,progressive jazz,Free Hand zero [ANOTHER],菊田研究所/lactate,13029,11464 (87%),107566,8.25
SP★2,Intelligence(7-AquAStorm),searoad tracks =side blue=,sasakure.UK,12886,10669 (82%),155991,12.1
SP★2,NUSTYLE GABBA,Freja [SP ANOTHER],rider,12723,10201 (80%),147587,11.6
SP★2,R'n'Balkan,SOLROS [MX],Grand Thaw,12545,10953 (87%),94783,7.55
SP★2,東方妖々夢,幽雅に咲かせ、墨染の桜 [biginner],zun bms:乙UN+-,12248,9548 (77%),167135,13.64
SP★2,Jハッピコ！,HAPPY☆LUCKY☆BABY -UNHAPPY-,DJ TAKUAN 及び 白羽美依 / Note:薄杏,12234,11367 (92%),156098,12.75
SP★2,Classical Trance,Loki [7ANOTHER],しらいし,12225,10780 (88%),162122,13.26
SP★2,JAZZSTEP,qriving plare,unlimited player(s) / Kz,12125,10086 (83%),115487,9.52
SP★2,HAPPY TRANCECORE,Memories of Sky-CoolDownMIX- [7another],やっす〜/A-zert,11744,9737 (82%),116005,9.87
SP★2,Jungle,une fleur [EXTRA],orihika & XeON,11564,10647 (92%),68309,5.9
SP★2,GAMEMUSIC,Mario Paint (Time Regression Mix for BMS) [ANOTHER],ueotan / obj:mo_no_chrome,11333,10464 (92%),136867,12.07
SP★2,Dramatical,四十五年ノ雪桜 [Another+],kozato+-,11021,9810 (89%),121964,11.06
SP★2,ProgressiveTrance,Toki [ClockWise],puru / kkkfff2 obj.sialua,10980,10140 (92%),98165,8.94
SP★2,OVERKILL,High-Priestess [HYPER],Luxion,10855,9385 (86%),102716,9.46
SP★2,TRANCE,Fading Star [HARD],ginkiha / 差分 赤い人,10822,9348 (86%),98715,9.12
SP★2,HARDCORE,DANJIRI - Spanking Mix - [Hyper],kireji obj＋BGA：MiSTY,10592,9307 (87%),78582,7.41
SP★2,Tech electro,HOOKER [7_ex],パンダ７７号,10435,10018 (96%),67213,6.44
SP★2,J-Airy Pop,Everblue [7key Sabother],Ym1024 feat. lamie*/さ Movie : highluin,10380,8796 (84%),117503,11.32
SP★2,euro trance,sensitive (虎のANOTHER),white crystal / black train,10274,9507 (92%),90837,8.84
SP★2,Piano Trance,Ray of Moonlight [BGA ON],-RYO- Movie : Limit_cancel,9842,8661 (88%),79135,8.04
SP★2,スペランツァ,月と狼と砂糖菓子 -Cookie-,campanellina / obj:Alf,9842,8707 (88%),159670,16.22
SP★2,Progressive Breaks,Velaciela -damepo7-,naotyu- / obj:midori,9460,8371 (88%),92286,9.75
SP★2,Artcore,Cynthia (7-EX),maxXx65535 / cyclia,9147,8253 (90%),65467,7.15
SP★2,Pomp and hardCore Marches No.1,PCM (7 another),E.Elgar rmx by bbangsami / deadblue238 obj.sialua,9107,8231 (90%),72932,8
SP★2,White Canvas,BRILLIANT STAR 〜煌星の雫〜 [WHITE ANOTHER],shimizushi BGA :vol-t & a.a  / obj:DJ.END,8788,8012 (91%),71775,8.16
SP★2,IDOL SONG,恋の2-4-11(BMS Edit) -改-,Gun-SEKI feat.那珂 / U,8651,7865 (90%),127111,14.69
SP★2,Liberty Song,Blink [SP BLACK ANOTHER],Clotho feat.Salita,8338,8019 (96%),55587,6.66
SP★2,Future Bass,MilK [Low Fat],モリモリあつし obj:LAPIS,7693,6671 (86%),70367,9.14
SP★2,game music,僕たちの旅とエピローグ。,ああああ obj.XYZZZZ,7559,7229 (95%),67834,8.97
SP★2,Energetic Trance,Supernova [Another+],A4paper/obj_jakko,7299,6936 (95%),46311,6.34
SP★2,VOCALOID-TRANCEPOP,RE:START [ZOI],結月ゆかり and Ark-Z obj:SUZUKAZEΛ,5826,5549 (95%),52959,9.09
SP★2,Finale,Reason of being [K.S-ANOTHER],sak respect for Arata Iiyoshi Movie:Optie Illust:とざくろ Object:k-spin,5326,5099 (95%),30902,5.8
SP★2,すこやか FUTURE POP,アナログ横丁 [nova],牧野 / obj:nov,5278,4822 (91%),44566,8.44
SP★2,Boogie Woogie,Amusing Night Party. [Panic],yukitani / obj:みっと,4961,4741 (95%),23786,4.79
SP★2,House,Jasmine Tea Girl [ZOI],polysha BGI : えるなば / obj:SUZUKAZEΛ,4753,4572 (96%),29046,6.11
