レベル,ジャンル,タイトル,アーティスト,プレイ人数,クリア人数,プレイ回数,平均プレイ回数
SP★6,HOUSE,More Selfish -fickle-,mommy / obj:あーさん,8683,6882 (79%),85780,9.87
SP★6,ibiza trance,the sorrow of the islands(Flow Edition) -ANOTHER-,narve arranged by FMN (obj.mp),8669,7518 (86%),47248,5.45
SP★6,euro beat,la noche (AFOTHER),NAGI / black train,8662,7294 (84%),77432,8.93
SP★6,Hard Trance,The Beautiful Sunset of That Day(Radio Edit) -ANOTHER-,Wirel : Yourl (BGA : RED) (obj.mp),8633,6681 (77%),88310,10.22
SP★6,Drum`n`bass,LABO (ANOTHER),maklow obj;江澤,8613,6822 (79%),66899,7.76
SP★6,Space Idol Hardcore,Ladymade corestar (7 MAIN+),ESTi remixed by bbangsami / LeaH & SMIN / ARIA,8364,7203 (86%),89011,10.64
SP★6,PANDORA BOX,ZEUS [Another+],ルゼ,8065,6952 (86%),61464,7.62
SP★6,HappY PoPcorN(afother7),★SweeT DiscoverY★ (AFOTHER),chocolate max / black train,8034,5268 (65%),62519,7.78
SP★6,INSTRUMENTAL,eve solstice mix -kuso-,eir / orig: Soushi Mizutani / air,7948,6710 (84%),60185,7.57
SP★6,Energetic Trance,Blue Dragoon [Another],kanone,7942,6525 (82%),73064,9.19
SP★6,Nerd Funk,Master of GENOCIDE [ANOTHER7],yukitani feat. DJ YKTN and DJ UMA,7869,6813 (86%),51025,6.48
SP★6,Hardcore,Daydreamer [SABOTHER],Lime / Roaring Flame/さ,7794,6739 (86%),85089,10.91
SP★6,Tech Dance,Gamegame (bms edit -Lanother-),s-don / 篠乃ちよ / La*2℃,7374,6483 (87%),60742,8.23
SP★6,パンドラ,prohibition of world (dear a box given allll.),insanity tOY,7194,5794 (80%),54094,7.51
SP★6,Neuro Drum & Bass,Engine [SP Insane],Music : eFeL / BGA : 鑓田(Alpha complex),6471,5919 (91%),36195,5.59
SP★6,HAPPY HARDCORE,FRANTIC☆ARCADE [otogamER],DJ PrimeMIX/obj_jakko BGA : Tofa Kim,6342,5736 (90%),44819,7.06
SP★6,ENDROLL,カーテンコール [Encore],パンダ18号 / Note:薄杏,5797,5442 (93%),39090,6.74
SP★6,Death Hyper Techno Mission of Juliana's Tokyo,Back 2 Oldskool [Dead Or Alive],vorbis obj:krg,5347,4886 (91%),38221,7.14
SP★6,Acid Techno,Hybrid Intermission -Hy Speed Remix- [DHMO],5*LEAF / obj:みっと BGA by To7,5295,4963 (93%),26875,5.07
SP★6,やるきファンク,年中夢中な好奇心 [ExHard],er / obj.Ap,5161,4774 (92%),43461,8.42
SP★6,betrayer,Trahison [E],be5moti / うまるつふり obj:Fender,4887,4363 (89%),47180,9.65
SP★6,ENERGETIC TRANCE,JUMMER (HARD+),momo★yama　　(BGA:アカツキユウ) obj:LAPIS,4629,4328 (93%),29265,6.32
SP★6,UK HARDCORE,DESIRE DRIVE (LLS HARDCORE REMIX) [SEIRYU ANOTHER],taqumi obj:ξ青龍ξ BGA:highluin / Illust:七曲じゃん,4453,4088 (91%),32998,7.41
SP★6,BATTLE FINALE,"Theme of ""ULTIMATE IRIS"" [VEGA]",hapi⇒ obj:mute,3569,3391 (95%),18226,5.1
SP★6,和奏電幻楽,YASAKANI [神璽鏡剣 陰ノ勾玉],daisan obj:秘密 vs Fender,3318,2975 (89%),22870,6.89
